area,statistic,age_category,quantity,State
Batman,Total participants,Age or gender ndf,868.0,Victoria
Batman,Eligible participants,Age or gender ndf,978.0,Victoria
Batman,Participation rate (%),Age or gender ndf,88.8,Victoria
Batman,Total participants,Total Persons,93576.0,Victoria
Batman,Eligible participants,Total Persons,111477.0,Victoria
Batman,Participation rate (%),Total Persons,83.9,Victoria
Bendigo,Total participants,18-19 years,2328.0,Victoria
Bendigo,Eligible participants,18-19 years,2872.0,Victoria
Bendigo,Participation rate (%),18-19 years,81.1,Victoria
Bendigo,Total participants,20-24 years,6316.0,Victoria
Bendigo,Eligible participants,20-24 years,8646.0,Victoria
Bendigo,Participation rate (%),20-24 years,73.1,Victoria
Bendigo,Total participants,25-29 years,6074.0,Victoria
Bendigo,Eligible participants,25-29 years,8287.0,Victoria
Bendigo,Participation rate (%),25-29 years,73.3,Victoria
Bendigo,Total participants,30-34 years,6133.0,Victoria
Bendigo,Eligible participants,30-34 years,8093.0,Victoria
Bendigo,Participation rate (%),30-34 years,75.8,Victoria
Bendigo,Total participants,35-39 years,6172.0,Victoria
Bendigo,Eligible participants,35-39 years,7969.0,Victoria
Bendigo,Participation rate (%),35-39 years,77.5,Victoria
Bendigo,Total participants,40-44 years,6841.0,Victoria
Bendigo,Eligible participants,40-44 years,8671.0,Victoria
Bendigo,Participation rate (%),40-44 years,78.9,Victoria
Bendigo,Total participants,45-49 years,7696.0,Victoria
Bendigo,Eligible participants,45-49 years,9369.0,Victoria
Bendigo,Participation rate (%),45-49 years,82.1,Victoria
Bendigo,Total participants,50-54 years,7800.0,Victoria
Bendigo,Eligible participants,50-54 years,9271.0,Victoria
Bendigo,Participation rate (%),50-54 years,84.1,Victoria
Bendigo,Total participants,55-59 years,8678.0,Victoria
Bendigo,Eligible participants,55-59 years,10014.0,Victoria
Bendigo,Participation rate (%),55-59 years,86.7,Victoria
Bendigo,Total participants,60-64 years,8498.0,Victoria
Bendigo,Eligible participants,60-64 years,9590.0,Victoria
Bendigo,Participation rate (%),60-64 years,88.6,Victoria
Bendigo,Total participants,65-69 years,8257.0,Victoria
Bendigo,Eligible participants,65-69 years,9084.0,Victoria
Bendigo,Participation rate (%),65-69 years,90.9,Victoria
Bendigo,Total participants,70-74 years,6587.0,Victoria
Bendigo,Eligible participants,70-74 years,7220.0,Victoria
Bendigo,Participation rate (%),70-74 years,91.2,Victoria
Bendigo,Total participants,75-79 years,4602.0,Victoria
Bendigo,Eligible participants,75-79 years,5053.0,Victoria
Bendigo,Participation rate (%),75-79 years,91.1,Victoria
Bendigo,Total participants,80-84 years,3070.0,Victoria
Bendigo,Eligible participants,80-84 years,3446.0,Victoria
Bendigo,Participation rate (%),80-84 years,89.1,Victoria
Bendigo,Total participants,85 years and over,2709.0,Victoria
Bendigo,Eligible participants,85 years and over,3363.0,Victoria
Bendigo,Participation rate (%),85 years and over,80.6,Victoria
Bendigo,Total participants,Age or gender ndf,836.0,Victoria
Bendigo,Eligible participants,Age or gender ndf,1009.0,Victoria
Bendigo,Participation rate (%),Age or gender ndf,82.9,Victoria
Bendigo,Total participants,Total Persons,92597.0,Victoria
Bendigo,Eligible participants,Total Persons,111957.0,Victoria
Bendigo,Participation rate (%),Total Persons,82.7,Victoria
Bruce,Total participants,18-19 years,1814.0,Victoria
Bruce,Eligible participants,18-19 years,2327.0,Victoria
Bruce,Participation rate (%),18-19 years,78.0,Victoria
Bruce,Total participants,20-24 years,5561.0,Victoria
Bruce,Eligible participants,20-24 years,7619.0,Victoria
Bruce,Participation rate (%),20-24 years,73.0,Victoria
Bruce,Total participants,25-29 years,4999.0,Victoria
Bruce,Eligible participants,25-29 years,7129.0,Victoria
Bruce,Participation rate (%),25-29 years,70.1,Victoria
Bruce,Total participants,30-34 years,4708.0,Victoria
Bruce,Eligible participants,30-34 years,7072.0,Victoria
Bruce,Participation rate (%),30-34 years,66.6,Victoria
Bruce,Total participants,35-39 years,4970.0,Victoria
Bruce,Eligible participants,35-39 years,7157.0,Victoria
Bruce,Participation rate (%),35-39 years,69.4,Victoria
Bruce,Total participants,40-44 years,5401.0,Victoria
Bruce,Eligible participants,40-44 years,7440.0,Victoria
Bruce,Participation rate (%),40-44 years,72.6,Victoria
Bruce,Total participants,45-49 years,6145.0,Victoria
Bruce,Eligible participants,45-49 years,8084.0,Victoria
Bruce,Participation rate (%),45-49 years,76.0,Victoria
Bruce,Total participants,50-54 years,6191.0,Victoria
Bruce,Eligible participants,50-54 years,7832.0,Victoria
Bruce,Participation rate (%),50-54 years,79.0,Victoria
Bruce,Total participants,55-59 years,6352.0,Victoria
Bruce,Eligible participants,55-59 years,7847.0,Victoria
Bruce,Participation rate (%),55-59 years,80.9,Victoria
Bruce,Total participants,60-64 years,6051.0,Victoria
Bruce,Eligible participants,60-64 years,7262.0,Victoria
Bruce,Participation rate (%),60-64 years,83.3,Victoria
Bruce,Total participants,65-69 years,5977.0,Victoria
Bruce,Eligible participants,65-69 years,6986.0,Victoria
Bruce,Participation rate (%),65-69 years,85.6,Victoria
Bruce,Total participants,70-74 years,5524.0,Victoria
Bruce,Eligible participants,70-74 years,6323.0,Victoria
Bruce,Participation rate (%),70-74 years,87.4,Victoria
Bruce,Total participants,75-79 years,4520.0,Victoria
Bruce,Eligible participants,75-79 years,5126.0,Victoria
Bruce,Participation rate (%),75-79 years,88.2,Victoria
Bruce,Total participants,80-84 years,2965.0,Victoria
Bruce,Eligible participants,80-84 years,3504.0,Victoria
Bruce,Participation rate (%),80-84 years,84.6,Victoria
Bruce,Total participants,85 years and over,2561.0,Victoria
Bruce,Eligible participants,85 years and over,3203.0,Victoria
Bruce,Participation rate (%),85 years and over,80.0,Victoria
Bruce,Total participants,Age or gender ndf,365.0,Victoria
Bruce,Eligible participants,Age or gender ndf,454.0,Victoria
Bruce,Participation rate (%),Age or gender ndf,80.4,Victoria
Bruce,Total participants,Total Persons,74104.0,Victoria
Bruce,Eligible participants,Total Persons,95365.0,Victoria
Bruce,Participation rate (%),Total Persons,77.7,Victoria
Calwell,Total participants,18-19 years,2637.0,Victoria
Calwell,Eligible participants,18-19 years,3317.0,Victoria
Calwell,Participation rate (%),18-19 years,79.5,Victoria
Calwell,Total participants,20-24 years,8381.0,Victoria
Calwell,Eligible participants,20-24 years,10956.0,Victoria
Calwell,Participation rate (%),20-24 years,76.5,Victoria
Calwell,Total participants,25-29 years,7421.0,Victoria
Calwell,Eligible participants,25-29 years,10083.0,Victoria
Calwell,Participation rate (%),25-29 years,73.6,Victoria
Calwell,Total participants,30-34 years,6895.0,Victoria
Calwell,Eligible participants,30-34 years,9600.0,Victoria
Calwell,Participation rate (%),30-34 years,71.8,Victoria
Calwell,Total participants,35-39 years,6595.0,Victoria
Calwell,Eligible participants,35-39 years,9022.0,Victoria
Calwell,Participation rate (%),35-39 years,73.1,Victoria
Calwell,Total participants,40-44 years,6829.0,Victoria
Calwell,Eligible participants,40-44 years,9079.0,Victoria
Calwell,Participation rate (%),40-44 years,75.2,Victoria
Calwell,Total participants,45-49 years,8298.0,Victoria
Calwell,Eligible participants,45-49 years,10591.0,Victoria
Calwell,Participation rate (%),45-49 years,78.3,Victoria
Calwell,Total participants,50-54 years,8707.0,Victoria
Calwell,Eligible participants,50-54 years,10751.0,Victoria
Calwell,Participation rate (%),50-54 years,81.0,Victoria
Calwell,Total participants,55-59 years,8276.0,Victoria
Calwell,Eligible participants,55-59 years,9906.0,Victoria
Calwell,Participation rate (%),55-59 years,83.5,Victoria
Calwell,Total participants,60-64 years,6998.0,Victoria
Calwell,Eligible participants,60-64 years,8222.0,Victoria
Calwell,Participation rate (%),60-64 years,85.1,Victoria
Calwell,Total participants,65-69 years,5873.0,Victoria
Calwell,Eligible participants,65-69 years,6850.0,Victoria
Calwell,Participation rate (%),65-69 years,85.7,Victoria
Calwell,Total participants,70-74 years,4637.0,Victoria
Calwell,Eligible participants,70-74 years,5360.0,Victoria
Calwell,Participation rate (%),70-74 years,86.5,Victoria
Calwell,Total participants,75-79 years,2920.0,Victoria
Calwell,Eligible participants,75-79 years,3460.0,Victoria
Calwell,Participation rate (%),75-79 years,84.4,Victoria
Calwell,Total participants,80-84 years,1818.0,Victoria
Calwell,Eligible participants,80-84 years,2185.0,Victoria
Calwell,Participation rate (%),80-84 years,83.2,Victoria
Calwell,Total participants,85 years and over,1273.0,Victoria
Calwell,Eligible participants,85 years and over,1680.0,Victoria
Calwell,Participation rate (%),85 years and over,75.8,Victoria
Calwell,Total participants,Age or gender ndf,435.0,Victoria
Calwell,Eligible participants,Age or gender ndf,519.0,Victoria
Calwell,Participation rate (%),Age or gender ndf,83.8,Victoria
Calwell,Total participants,Total Persons,87993.0,Victoria
Calwell,Eligible participants,Total Persons,111581.0,Victoria
Calwell,Participation rate (%),Total Persons,78.9,Victoria
Casey,Total participants,18-19 years,2348.0,Victoria
Casey,Eligible participants,18-19 years,2806.0,Victoria
Casey,Participation rate (%),18-19 years,83.7,Victoria
Casey,Total participants,20-24 years,6717.0,Victoria
Casey,Eligible participants,20-24 years,8493.0,Victoria
Casey,Participation rate (%),20-24 years,79.1,Victoria
Casey,Total participants,25-29 years,6987.0,Victoria
Casey,Eligible participants,25-29 years,8829.0,Victoria
Casey,Participation rate (%),25-29 years,79.1,Victoria
Casey,Total participants,30-34 years,7037.0,Victoria
Casey,Eligible participants,30-34 years,8879.0,Victoria
Casey,Participation rate (%),30-34 years,79.3,Victoria
Casey,Total participants,35-39 years,6679.0,Victoria
Casey,Eligible participants,35-39 years,8283.0,Victoria
Casey,Participation rate (%),35-39 years,80.6,Victoria
Casey,Total participants,40-44 years,6961.0,Victoria
Casey,Eligible participants,40-44 years,8628.0,Victoria
Casey,Participation rate (%),40-44 years,80.7,Victoria
Casey,Total participants,45-49 years,7904.0,Victoria
Casey,Eligible participants,45-49 years,9540.0,Victoria
Casey,Participation rate (%),45-49 years,82.9,Victoria
Casey,Total participants,50-54 years,7740.0,Victoria
Casey,Eligible participants,50-54 years,9042.0,Victoria
Casey,Participation rate (%),50-54 years,85.6,Victoria
Casey,Total participants,55-59 years,7903.0,Victoria
Casey,Eligible participants,55-59 years,9129.0,Victoria
Casey,Participation rate (%),55-59 years,86.6,Victoria
Casey,Total participants,60-64 years,7371.0,Victoria
Casey,Eligible participants,60-64 years,8345.0,Victoria
Casey,Participation rate (%),60-64 years,88.3,Victoria
Casey,Total participants,65-69 years,6860.0,Victoria
Casey,Eligible participants,65-69 years,7549.0,Victoria
Casey,Participation rate (%),65-69 years,90.9,Victoria
Casey,Total participants,70-74 years,5618.0,Victoria
Casey,Eligible participants,70-74 years,6168.0,Victoria
Casey,Participation rate (%),70-74 years,91.1,Victoria
Casey,Total participants,75-79 years,3445.0,Victoria
Casey,Eligible participants,75-79 years,3839.0,Victoria
Casey,Participation rate (%),75-79 years,89.7,Victoria
Casey,Total participants,80-84 years,2124.0,Victoria
Casey,Eligible participants,80-84 years,2402.0,Victoria
Casey,Participation rate (%),80-84 years,88.4,Victoria
Casey,Total participants,85 years and over,1825.0,Victoria
Casey,Eligible participants,85 years and over,2254.0,Victoria
Casey,Participation rate (%),85 years and over,81.0,Victoria
Casey,Total participants,Age or gender ndf,900.0,Victoria
Casey,Eligible participants,Age or gender ndf,1040.0,Victoria
Casey,Participation rate (%),Age or gender ndf,86.5,Victoria
Casey,Total participants,Total Persons,88419.0,Victoria
Casey,Eligible participants,Total Persons,105226.0,Victoria
Casey,Participation rate (%),Total Persons,84.0,Victoria
Chisholm,Total participants,18-19 years,2319.0,Victoria
Chisholm,Eligible participants,18-19 years,2778.0,Victoria
Chisholm,Participation rate (%),18-19 years,83.5,Victoria
Chisholm,Total participants,20-24 years,6778.0,Victoria
Chisholm,Eligible participants,20-24 years,8497.0,Victoria
Chisholm,Participation rate (%),20-24 years,79.8,Victoria
Chisholm,Total participants,25-29 years,5628.0,Victoria
Chisholm,Eligible participants,25-29 years,7279.0,Victoria
Chisholm,Participation rate (%),25-29 years,77.3,Victoria
Chisholm,Total participants,30-34 years,5371.0,Victoria
Chisholm,Eligible participants,30-34 years,7272.0,Victoria
Chisholm,Participation rate (%),30-34 years,73.9,Victoria
Chisholm,Total participants,35-39 years,5627.0,Victoria
Chisholm,Eligible participants,35-39 years,7403.0,Victoria
Chisholm,Participation rate (%),35-39 years,76.0,Victoria
Chisholm,Total participants,40-44 years,6181.0,Victoria
Chisholm,Eligible participants,40-44 years,7754.0,Victoria
Chisholm,Participation rate (%),40-44 years,79.7,Victoria
Chisholm,Total participants,45-49 years,7569.0,Victoria
Chisholm,Eligible participants,45-49 years,9114.0,Victoria
Chisholm,Participation rate (%),45-49 years,83.0,Victoria
Chisholm,Total participants,50-54 years,6864.0,Victoria
Chisholm,Eligible participants,50-54 years,8216.0,Victoria
Chisholm,Participation rate (%),50-54 years,83.5,Victoria
Chisholm,Total participants,55-59 years,6636.0,Victoria
